Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Phone_No,Latitude,Longitude,Known_For2,Price_range
Chateau De Pondichery,"Chettinad, French, South Indian, Tamil, Beverages",1700," Adchini, New Delhi",4.2,731,3.9,97,https://www.zomato.com/ncr/chateau-de-pondichery-adchini-new-delhi,"84, Ground Floor, Aurobindo Marg, Opposite Hero Showroom, Adchini, New Delhi",9.19811E+11,28.5357137,77.19642833,"Dessert Crepe, Chocolate Ganache, Churros, Pepper Chicken, Filter Coffee, Prawn",High(>1000)
Kali Ghata,"North Indian, South Indian, Chinese, Fast Food, Mithai",500," Uttam Nagar, New Delhi",4.2,807,4.1,3460,https://www.zomato.com/ncr/kali-ghata-uttam-nagar-new-delhi,"Arya Samaj Road, Uttam Nagar, New Delhi",9.18881E+11,28.61979437,77.06054326,"Dahi Samosa, Kaju Katli, Gajar Halwa, Rajkachori, Golgappe, Lassi",Low(<600)
Elma's Bakery & Kitchen,"Bakery, Italian, Continental, Beverages",1500," Hauz Khas Village, New Delhi",4.2,2210,4.1,5449,https://www.zomato.com/ncr/elmas-bakery-kitchen-hauz-khas-village-new-delhi,"31, 2nd Floor, Hauz Khas Village, New Delhi",9.19711E+11,28.5543648,77.19497189,English style cafe with wide breakfast options and desserts,High(>1000)
Haldiram's,"North Indian, South Indian, Fast Food, Mithai, Street Food, Bakery, Chinese",600," Lajpat Nagar 3, New Delhi",4.2,1365,4.1,8265,https://www.zomato.com/ncr/haldirams-lajpat-nagar-3-new-delhi,"45, Ring Road, Lajpat Nagar 3, New Delhi",9.11145E+11,28.56532973,77.23821882,"Pista Barfi, Paneer Cutlets, Kesar Kulfi Faluda, Delhi Chaat, Raj Kachori, Matar Kulcha",Low(<600)
Fateh Chand Kachori,Street Food,100," Civil Lines, New Delhi",4.2,289,4.3,3117,https://www.zomato.com/ncr/fateh-chand-kachori-civil-lines-new-delhi,"Opposite St. Xavier School, Civil Lines, New Delhi",9.1886E+11,28.6727017,77.2224822,"Customizations Available, Elegantly Decorated, Drive through, Economical, Not very Crowded, Pocket Friendly",Low(<600)
Prem Dhaba,"North Indian, Mughlai",600," Karol Bagh, New Delhi",4.2,923,4.1,1500,https://www.zomato.com/ncr/prem-dhaba-karol-bagh-new-delhi,"11139, East Park Road, Opposite JD Titler School, Karol Bagh, New Delhi",9.11124E+11,28.65499163,77.20029138,"Butter Chicken and Naan, Chicken Tenders, Masala Chaap, Tawa Chicken, Afghani Chicken, Daal Makhni",Low(<600)
NutrioBox,"Continental, Fast Food, Healthy Food, Desserts, Beverages",600," Prashant Vihar, New Delhi",4.2,659,4.1,7918,https://www.zomato.com/ncr/nutriobox-prashant-vihar-new-delhi,"23, Fun City Mall, PVR Prashant Vihar Road, Sector 14, Prashant Vihar, New Delhi",9.19556E+11,28.71229003,77.13594418,"Exotic Fruit Bowl, Stuffed Chicken Breast, Meal Box, Carrot Cake, Bbq Chicken, Omelette",Low(<600)
Al Jawahar,"Mughlai, North Indian",500," Jama Masjid, New Delhi",4.2,3234,3.8,523,https://www.zomato.com/ncr/al-jawahar-jama-masjid-new-delhi,"8, Opposite Gate 1, Matia Mahal Road, Jama Masjid, New Delhi",9.11123E+11,28.646616,77.240158,"Chicken Bihari, Roti Boti Roll, Kaleji Gurda, Sheer Maal, Badam Pasanda, Mutton Quorma",Low(<600)
Nagaland's Kitchen,"Chinese, Thai, Seafood, Naga",1500," Green Park, New Delhi",4.2,1167,4.3,2903,https://www.zomato.com/ncr/nagalands-kitchen-green-park-new-delhi,"S-2, Uphaar Cinema Complex, Green Park Extension Market, Green Park, New Delhi",9.19311E+11,28.55768134,77.20576879,"Bamboo Shoot Pork, Naga Thali, Pork Thali, Meat Curry, Ribs, Chicken Dimsums",High(>1000)
Momo's Point,"Chinese, Fast Food",500," Kamla Nagar, New Delhi",4.2,1669,4.1,4655,https://www.zomato.com/ncr/momos-point-kamla-nagar-new-delhi,"27 UB, Jawahar Nagar, Kamla Nagar, New Delhi",9.11124E+11,28.680635,77.20710017,"Veg Masala Momos, Crispy Honey Potatoes, Juicy Chicken Drumsticks, Thai Noodles, Chicken Meal, Chicken Fried Momos",Low(<600)
Cafe Culture,"Cafe, Italian, Continental, Beverages",1000," Greater Kailash 1 (GK1), New Delhi",4.2,429,4.3,106,https://www.zomato.com/ncr/cafe-culture-greater-kailash-gk-1-new-delhi,"M 33, Greater Kailash (GK) 1, New Delhi",9.11149E+11,28.54962628,77.23650657,"Mint Drink, Berry Smoothie, Mezze Platter, Tiramisu, Coffees, Salads",Medium(600-100)
Abdul Ghani Qureshi Kabab Corner,"Kebab, North Indian, Biryani, Fast Food",100," Jama Masjid, New Delhi",4.2,341,4.1,828,https://www.zomato.com/ncr/abdul-ghani-qureshi-kabab-corner-jama-masjid-new-delhi,"Urdu Bazar, Opposite Gate 1, Jama Masjid, New Delhi",9.19717E+11,28.64978717,77.23491199,"Unlimited Refills, Office Crowd, Elegantly Decorated, Waiting Time, Inexpensive, Good Portions",Low(<600)
Jughead's Fast Food Corner,"Chinese, Fast Food, North Indian",500," Uday Park, New Delhi",4.2,857,4.1,5339,https://www.zomato.com/ncr/jugheads-fast-food-corner-uday-park-new-delhi,"1 And 3, Main Market, Uday Park, New Delhi",9.1991E+11,28.5604854,77.2179746,"Butter Chicken Pizza, Honey Chilli Potatoes, Chilli Paneer, Pizzas, Burgers, Shahi Paneer",Low(<600)
Wok In The Clouds,"Chinese, Thai, Continental, North Indian, Beverages",2000," Khan Market, New Delhi",4.2,1136,4.2,490,https://www.zomato.com/ncr/wok-in-the-clouds-khan-market-new-delhi,"Shop 52, Khan Market, New Delhi",9.1981E+11,28.60041454,77.22754162,"Chicken Triangles, Mango Sangria, Kulfi Platter, Buffalo Chicken Wings, Sizzling Brownie, Pad Thai Noodles",High(>1000)
The Artful Baker,"Bakery, Desserts, Beverages, Fast Food",500," Khan Market, New Delhi",4.2,398,4.3,391,https://www.zomato.com/ncr/the-artful-baker-khan-market-new-delhi,"Shop 13 B, Khan Market, New Delhi",9.11144E+11,28.59969423,77.22668163,"Cheese Croissant, Chocolate Muffin, Macaroons, Latte, Hot Chocolate, Pastries",Low(<600)
Bhaja Govindam,"North Indian, South Indian, Fast Food",500," Asaf Ali Road, New Delhi",4.2,420,4.3,554,https://www.zomato.com/ncr/bhaja-govindam-asaf-ali-road-new-delhi,"4/1, Ground Floor, Delite Theatre Building, Asaf Ali Road, New Delhi",9.19644E+11,28.6412582,77.2360077,"Kaju Korma, Mysore Masala Dosa, Tomato Soup, Special Thali, Sambhar, Chutneys",Low(<600)
Ghalib Kabab Corner,"North Indian, Mughlai, Kebab, Desserts, Beverages",400," Nizamuddin, New Delhi",4.2,464,3.6,40,https://www.zomato.com/ncr/ghalib-kabab-corner-nizamuddin-new-delhi,"Shop 57, Ghalib Road, Near Lal Mahal, Nizamuddin, New Delhi",9.19811E+11,28.5921396,77.24254791,"Beef Kebabs, Seekh Kebabs, Kababs, Phirni, Chicken Tikka, Mutton",Low(<600)
Depot48,"North Indian, Street Food, Modern Indian, Bengali, Desserts, Beverages",1800," M Block Market, Greater Kailash 2 (GK2), New Delhi",4.2,358,4.3,132,https://www.zomato.com/ncr/depot48-greater-kailash-gk-2-new-delhi,"M 9, First -Second Floor, M Block Market, Greater Kailash 2 (GK 2), New Delhi",9.19717E+11,28.53417822,77.24307463,"Guacamole, Quesadilla, Waffles, Tacos, Salsa, Cocktails",High(>1000)
Udupi Krishna,"South Indian, North Indian, Chinese, Beverages",400," Kamla Nagar, New Delhi",4.2,584,4.3,2194,https://www.zomato.com/ncr/udupi-krishna-kamla-nagar-new-delhi,"F 45, Kohlapur Road, Kamla Nagar, New Delhi",9.19718E+11,28.67925782,77.203793,"Paper Plain Dosa, Matar Mushroom, Dahi Vada, Mysore Masala Dosa, Filter Coffee, Sambar",Low(<600)
Goosebumps,"Ice Cream, Desserts, Beverages",400," Karkardooma, New Delhi",4.2,966,4.2,2123,https://www.zomato.com/ncr/goosebumps-karkardooma-new-delhi,"House 1, Dayanand Vihar, Opposite HOD, Karkardooma, New Delhi",9.1999E+11,28.64687634,77.30188943,"Nutella Ice Cream, Coffee Hazelnut, Choco Fudge, Waffle Cone, Ice Creams, Icecream",Low(<600)
Hornbill,"Naga, Chinese",450," Safdarjung, New Delhi",4.2,668,4.2,5736,https://www.zomato.com/ncr/hornbill-safdarjung-new-delhi,"Basement, 104/A, Near NCC Gate, Safdarjung, New Delhi",9.19811E+11,28.56078841,77.19269972,"Chicken Liver Fry, Smoked Pork Curry, Bamboo Shoot Pork, Fish Thali, Ribs, Chutneys",Low(<600)
Swagath,"North Indian, Chinese, South Indian, Seafood",2000," Defence Colony Main Market, Defence Colony, New Delhi",4.2,1097,3.8,59,https://www.zomato.com/ncr/swagath-defence-colony-new-delhi,"Shop 13 - 14, Defence Colony Market, Near Defence Colony, New Delhi",9.11124E+11,28.57342246,77.2300924,"Crab Butter, Prawn Koliwada, Neer Dosa, Chettinad Chicken, Appam, Jumbo Prawns",High(>1000)
Food Peddler,"Fast Food, Desserts, Beverages",300," Anand Vihar, New Delhi",4.2,260,4.3,190,https://www.zomato.com/ncr/food-peddler-anand-vihar-new-delhi,"G 7, Gupta Arcade, Shreshtha Vihar, Near DAV Public School, Anand Vihar, New Delhi",9.19999E+11,28.65756743,77.31711365,"Peri Fries, Hot Chocolate, White Sauce Pasta, Pasta, Burgers",Low(<600)
The Categorical Eat Pham,"North Eastern, Chinese, Naga",600," Safdarjung, New Delhi",4.2,300,4.2,1573,https://www.zomato.com/ncr/the-categorical-eat-pham-safdarjung-new-delhi,"168, Ground Floor, Humayunpur, Safdarjung Enclave, Safdarjung, New Delhi",9.11142E+11,28.56148043,77.19390772,"Smoked Pork Curry, Duck Curry, Fish Thali, Chicken Thali, Sticky Rice, Fish Curry",Low(<600)
Royal China,"Chinese, Asian, Cantonese, Seafood, Desserts",2200," Nehru Place, New Delhi",4.2,1431,4.2,3417,https://www.zomato.com/ncr/royal-china-nehru-place-new-delhi,"Eros Corporate Tower, 16th Floor, Nehru Place, New Delhi",9.1115E+11,28.56043975,77.24669594,Fusion of Chinese and Cantonese cuisine; view of Bahai temple fom 16th floor,High(>1000)
Mazaar,"Kebab, Afghan",800," Lajpat Nagar 2, New Delhi",4.2,526,4.2,3306,https://www.zomato.com/ncr/mazaar-lajpat-nagar-2-new-delhi,"I-78, Lajpat Nagar 2, New Delhi",9.11142E+11,28.57027778,77.24440131,"Sheer Yakh, Afghani Pulao, Lamb Ribs, Mixed Vegetables, Skewers, Rajma",Medium(600-100)
Dashi Dimsum & Sushi Bar,"Asian, Japanese, Sushi, Chinese, Desserts",800," Punjabi Bagh, New Delhi",4.2,325,4.2,3236,https://www.zomato.com/ncr/dashi-dimsum-sushi-bar-punjabi-bagh-new-delhi,"Studio 4, 49/43, AKS Complex, Punjabi Bagh, New Delhi",9.19911E+11,28.67104793,77.13471439,"Smoked Salmon Roll, Wasabi Roll, Poke Bowl, Sushi, Dimsum, Fish",Medium(600-100)
Slic Chic,"Chinese, Salad, Momos, Beverages",500," Shalimar Bagh, New Delhi",4.2,475,4.0,1734,https://www.zomato.com/ncr/slic-chic-shalimar-bagh-new-delhi,"2, BS Market, Shalimar Bagh, New Delhi",9.19954E+11,28.7059,77.1573,"Drum Sticks, Honey Chilli Potatoes, Chilli Garlic Noodles, Noodles, Chinese Food, Pasta",Low(<600)
Cafe on 3 - Holiday Inn,"Continental, Chinese, Thai, Mediterranean",2000," Holiday Inn, Mayur Vihar, New Delhi",4.2,507,3.6,39,https://www.zomato.com/ncr/cafe-on-3-holiday-inn-mayur-vihar-new-delhi,"Holiday Inn, 13 A, District Centre, Mayur Vihar Phase 1, New Delhi",9.18861E+11,28.58997582,77.29838312,"Dinner Buffet, Shawarma, Deserts, Starter, Mocktails, Sweets",High(>1000)
Tikka Junction Courtyard,"North Indian, Chinese, Fast Food, Desserts, Beverages",800," Malviya Nagar, New Delhi",4.2,442,4.0,3856,https://www.zomato.com/ncr/tikka-junction-courtyard-malviya-nagar-new-delhi,"LLP 3, MMTC Market, Opposite Aurobindo College, Malviya Nagar, New Delhi",9.19718E+11,28.53299146,77.20367264,"Paneer Papdi, Soya Malai Tikka, Tandoori Spring Roll, Bhatti Chicken, Butter Chicken Pizza, Fried Rice",Medium(600-100)
TC Bar & Restaurant,"North Indian, Continental, Finger Food",1300," Adchini, New Delhi",4.2,978,3.2,46,https://www.zomato.com/ncr/tc-bar-restaurant-adchini-new-delhi,"81, Sri Aurobindo Marg, MMTC Colony, Adchini, New Delhi",9.19811E+11,28.53559588,77.19758235,Best rock night in town with DJ Sagar every Friday and Saturday!,High(>1000)
Shikhara,"North Indian, Mughlai",1000," Greater Kailash 1 (GK1), New Delhi",4.2,452,4.1,1395,https://www.zomato.com/ncr/shikhara-greater-kailash-gk-1-new-delhi,"4, Guru Nanak Market, R Block, Greater Kailash (GK) 1, New Delhi",9.11126E+11,28.5469689,77.24400837,"Saag Chicken, Tandoori Prawns, Chicken Tikka Masala, Fish Tikka, Malai Kofta, Butter Chicken",Medium(600-100)
Changezi Chicken,"North Indian, Mughlai",550," Daryaganj, New Delhi",4.2,817,3.9,296,https://www.zomato.com/ncr/changezi-chicken-daryaganj-new-delhi,"3614, N.S.Marg, Daryaganj, New Delhi",9.17065E+11,28.64366854,77.2404246,"Chicken Nihari, Changezi Chicken, Phirni, Rumali Roti, Malai Tikka, Butter Chicken",Low(<600)
Pandit Ji Paranthe Wale,North Indian,200," Ashok Vihar Phase 2, New Delhi",4.2,2510,3.8,6336,https://www.zomato.com/ncr/pandit-ji-paranthe-wale-ashok-vihar-phase-2-new-delhi,"Shop 1&2, LSC Plot 15, Ashok Vihar Phase 2, New Delhi",9.19654E+11,28.69649003,77.17982613,"Anda Parantha, Mix Paratha, Kadhi Chawal, Aloo Pyaz Paratha, Tea",Low(<600)
Too Mikkii Tapas Now Baking,"Cafe, Continental, Fast Food, Beverages, Desserts",800," South Extension 2, New Delhi",4.2,445,4.2,102,https://www.zomato.com/ncr/too-mikkii-tapas-now-baking-south-extension-2-new-delhi,"E 25, South Extension 2, New Delhi",9.19911E+11,28.5438305,77.25109678,"Banana Bread, Dessert Platter, Cappuccino, Hot Chocolate, Coffees, Cheese Pizza",Medium(600-100)
Pasta Xpress,"Italian, Pizza, Fast Food",500," Sector 11, Dwarka, New Delhi",4.2,789,3.7,6746,https://www.zomato.com/ncr/pasta-xpress-sector-11-dwarka,"G-35, Manish Market, Sector 11, Dwarka, New Delhi",9.11147E+11,28.58670121,77.04564594,"Cottage Cheese Pasta, Tandoori Pasta, Garlic Bread with Cheese, Pastas, Chicken Burger, White Sauce Pasta",Low(<600)
Namak Mandi,"North Indian, Awadhi, Kebab, Mughlai, Beverages",1800," DLF Promenade Mall, Vasant Kunj, New Delhi",4.2,852,4.1,221,https://www.zomato.com/ncr/namak-mandi-1-vasant-kunj-new-delhi,"307, 2nd Floor, DLF Promenade Mall, Vasant Kunj, New Delhi",9.19644E+11,28.54231163,77.1559843,"Orange Kulfi, Lamb Briyani, Galawati Kebab, Mango Mojito, Thandai, Khameeri Roti",High(>1000)
Shake Eat Up,"Fast Food, Italian, Chinese, Desserts, Beverages, Pasta",600," Delhi University-GTB Nagar, New Delhi",4.2,1067,3.8,143,https://www.zomato.com/ncr/shake-eat-up-1-delhi-university-gtb-nagar-new-delhi,"2509, Ground Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi",9.19014E+11,28.69587655,77.20411856,"Milky Way Shake, Turtle Sundae, Masala Garlic Bread, Nutella Jar, Pineapple Mojito, Chicken Bbq Wings",Low(<600)
Changezi Chicken,"North Indian, Afghan",500," Karol Bagh, New Delhi",4.2,1103,4.0,6246,https://www.zomato.com/ncr/changezi-chicken-karol-bagh-new-delhi,"Property 11172/3, 11136/1, 11137 To 11145, Shop 1, 3, 5, Shidipura, East Park Road, Karol Bagh, New Delhi",9.11136E+11,28.65489189,77.20010798,"Butter Tandoori Chicken, Changezi Chicken, Mughlai Chicken, Khameeri Roti, Firni, Spicy Chicken",Low(<600)
Chinese Kitchen,"Momos, Chinese, North Indian, Beverages",550," Karkardooma, New Delhi",4.2,488,4.0,9851,https://www.zomato.com/ncr/chinese-kitchen-karkardooma-new-delhi,"Shop 11-A, Plot 5, Parmesh Tower 1, Community Centre, Karkardooma, New Delhi",9.18827E+11,28.64844372,77.30327345,"Afghan Chicken, Paneer Momos, Drums of Heaven, Noodle, Chilly Potato, Chicken Lollipop",Low(<600)
The Rolling Joint,"Rolls, North Indian, Beverages",500," Connaught Place, New Delhi",4.2,1313,4.2,2202,https://www.zomato.com/ncr/the-rolling-joint-connaught-place-new-delhi,"M 61/1, Middle Lane, Near Odeon Cinema, Connaught Place, New Delhi",9.199E+11,28.63355105,77.22201794,"Soya Chaap Tikka Roll, Pink Mojito, Masala Lime Soda, Peri Chicken Roll, Kokum Drink, Chicken Khurchan",Low(<600)
Hishi Cafe,"Cafe, Continental, Fast Food, Beverages",850," Jangpura, New Delhi",4.2,1317,4.1,6808,https://www.zomato.com/ncr/hishi-cafe-jangpura-new-delhi,"Shop 28, Block H, Jangpura, New Delhi",9.1115E+11,28.58138238,77.24279232,"Pork Ham Sandwich, Cheese Chicken Omelette, Tomato Basil Bruschetta, Classic Veg Burger, Tuna Sandwich, Bubblegum Shake",Medium(600-100)
Ramesh Vaishno Dhaba,North Indian,500," Chander Nagar, New Delhi",4.2,643,4.1,306,https://www.zomato.com/ncr/ramesh-vaishno-dhaba-chander-nagar-new-delhi,"Shop 2, Shivpuri, Main Parparganj Road, Chander Nagar, New Delhi",9.19874E+11,28.651152,77.2783735,"Veg Korma, Stuffed Chaap, Shahi Paneer, Paneer Tikka",Low(<600)
Mughlai Junction,"North Indian, Mughlai, Rolls",700," Connaught Place, New Delhi",4.2,555,4.2,5862,https://www.zomato.com/ncr/mughlai-junction-connaught-place-new-delhi,"N-33/10, Middle Circle, Connaught Place, New Delhi",9.11144E+11,28.63080251,77.22029597,"Jahangiri Chicken Korma, Tangdi Chicken, Chicken Burrah, Rara Meat, Authentic Mughlai Food, Khameeri Roti",Medium(600-100)
Bikanervala Angan,"Mithai, Street Food, North Indian, Chinese, South Indian, Beverages, Desserts",500," Karol Bagh, New Delhi",4.2,1162,4.2,9368,https://www.zomato.com/ncr/bikanervala-angan-karol-bagh-new-delhi,"10181, 82, Arya Samaj Road, Karol Bagh, New Delhi",9.11129E+11,28.64824365,77.19317213,"Deluxe Veg Thali, Kaju Barfi, South Indian Platter, Ras Malai, Jalebi, Tandoori Platter",Low(<600)
McDonald's,"Burger, Fast Food, Beverages, Desserts",500," Karkardooma, New Delhi",4.2,822,4.2,6185,https://www.zomato.com/ncr/mcdonalds-karkardooma,"Shop 7 To 10, Plot 29 & 31, Aggarwal Fun City Mall, East CBD, Karkardooma, New Delhi",9.19873E+11,28.66101428,77.29760595,"Veg Pizza Mcpuff, Mcaloo Tikki, Choco Brownie, Peri Fries, Iced Tea, Burgers",Low(<600)
Amritsari Kulccha Corner,"North Indian, Street Food",300," Vikaspuri, New Delhi",4.2,372,4.2,5035,https://www.zomato.com/ncr/amritsari-kulccha-corner-vikaspuri-new-delhi,"Site 4/56, C Block, Vikaspuri, New Delhi",9.19718E+11,28.63541025,77.07169186,"Mixed Kulcha, Aloo Pyaz Kulcha, Cheese Kulcha, Boondi Raita, Gulab Jamun, Thali",Low(<600)
Giani's,"Ice Cream, Desserts, Beverages",300," Paschim Vihar, New Delhi",4.2,492,4.3,10100,https://www.zomato.com/ncr/gianis-paschim-vihar-new-delhi,"A-3, 1, DDA Market, Paschim Vihar, New Delhi",9.11145E+11,28.67040723,77.10876804,"Caramel Mocha Sundae, Brownie Sunday, Chocolate Fudge, Belgian Chocolate, Ice Creams, Icecream",Low(<600)
The Salad Story,"Cafe, Healthy Food, Salad, Fast Food, Beverages",900," Chanakyapuri, New Delhi",4.2,445,4.0,327,https://www.zomato.com/ncr/the-salad-story-chanakyapuri-new-delhi,"Pallavi Shopping Arcade, Opposite Taj Palace, Chanakyapuri, New Delhi",9.11127E+11,28.59513408,77.17193205,"Blended Cold Coffee, Berry Smoothie, Grilled Chicken, Mocha, Salads, Wraps",Medium(600-100)
Pizza Connection,"Pizza, Fast Food",400," Kalkaji, New Delhi",4.2,409,4.2,2394,https://www.zomato.com/ncr/pizza-connection-2-kalkaji-new-delhi,"J 4/91, DDA Flats, Block L 1, Kalka Public School Road, Govindpuri, Kalkaji, New Delhi",9.19999E+11,28.52849087,77.25515999,"Paneer Peri Peri, Peri Chicken, Stuffed Garlic Bread, Paneer Pizza, White Sauce Pasta, Pasta",Low(<600)
Mehak Food,"North Indian, Street Food",250," Kalkaji, New Delhi",4.2,758,4.0,8461,https://www.zomato.com/ncr/mehak-food-kalkaji-new-delhi,"A 105, Double Storey, Opposite HDFC Bank, Kalkaji, New Delhi",9.19871E+11,28.54358428,77.25080241,"Bang for the Buck, Nice Crowd, Polite Staff, Prompt Service, Hygiene, Good Taste",Low(<600)
The Brown Box,"Cafe, Bakery, Italian, Desserts",750," Panchsheel Park, New Delhi",4.2,276,4.1,80,https://www.zomato.com/ncr/the-brown-box-panchsheel-park-new-delhi,"Shop 2, S Block, DDA Shopping Complex, Panchsheel Park, New Delhi",9.1991E+11,28.54140949,77.21568123,"Cappuccino, Pastries, Oreo Shake, Desserts, Sandwiches, Cold Coffee",Medium(600-100)
Kings Kulfi,"Ice Cream, Desserts",150," Rajinder Nagar, New Delhi",4.2,222,4.4,836,https://www.zomato.com/ncr/kings-kulfi-rajinder-nagar-new-delhi,"3/72, Old Rajinder Nagar, Main Shankar Road, Rajinder Nagar, New Delhi",9.11145E+11,28.63714818,77.18264412,"Jamun Kulfi, Ice Cream Sundae, Chocolate Fudge, Ice Creams",Low(<600)
Cafe Coffee Day,"Coffee, Cafe, Fast Food, Sandwich, Desserts, Beverages",550," Chanakyapuri, New Delhi",4.2,678,4.1,0,https://www.zomato.com/ncr/cafe-coffee-day-chanakyapuri-new-delhi,"Pallavi AWWA Complex, Opposite Taj Palace Hotel, Chanakyapuri, New Delhi",18001025093,28.5951279,77.17192099,"Coffee Frappe, Chocolate Fantasy, Coffees, Veg Sandwich, Cappuccino, Brownie",Low(<600)
Tokyo Table,"Japanese, Sushi",600," Worldmark 1, Aerocity, New Delhi",4.2,397,4.0,89,https://www.zomato.com/ncr/tokyo-table-aerocity-new-delhi,"Unit 2, Lower Ground Floor, Worldmark 1, Aerocity, New Delhi",9.1956E+11,28.55075865,77.12125774,"Chicken Curry Rice, Chicken Gyoza, Bread Roll, Cheese Roll, Noodle",Low(<600)
Tasty Noodle Twist,"Chinese, Asian, Thai, Momos, Seafood, Healthy Food",700," Model Town 2, New Delhi",4.2,289,4.0,2471,https://www.zomato.com/ncr/tasty-noodle-twist-model-town-2-new-delhi,"F14/58, Model Town 2, New Delhi",9.19354E+11,28.70856169,77.19098713,"Chocolate Roll, Paneer Cheese, Fried Chicken Wings, Noodle, Chilli Potatoes, Chilli Garlic Noodles",Medium(600-100)
World Art Dining - Cook House,"North Indian, Asian, European",2000," Punjabi Bagh, New Delhi",4.2,427,3.7,97,https://www.zomato.com/ncr/world-art-dining-cook-house-punjabi-bagh-new-delhi,"1, North West Avenue, Club Road, Punjabi Bagh, New Delhi",9.1956E+11,28.66584927,77.12779094,"Mezze Platter, Dahi Kebab, Tiramisu, Mocktail, Honey Chilli Potatoes, Paneer Lababdar",High(>1000)
Cravity,"Cafe, Bakery",1200," Hauz Khas, New Delhi",4.2,404,4.3,1079,https://www.zomato.com/cravity,"A-15A/1, Hauz Khas, New Delhi",9.11142E+11,28.55328312,77.20801748,"Almond Croissant, Blueberry Cheesecake, Hot Chocolate, Cappuccino, Ice Tea, Desserts",High(>1000)
Pikwik,"North Indian, Chinese, Mughlai, Fast Food, Rolls, Seafood, Desserts, Beverages",850," Pitampura, New Delhi",4.2,800,3.9,7604,https://www.zomato.com/ncr/pikwik-pitampura-new-delhi,"66, Shakti Vihar, Pitampura, New Delhi",9.11143E+11,28.69380461,77.13062972,"Tandoori Raan, Punjabi Chicken, Pudina Parantha, Malai Kofta, Paneer Lababdar, Manchurian",Medium(600-100)
36 lebzelter,"Bakery, Desserts, Fast Food",250," Mayur Vihar Phase 1, New Delhi",4.2,278,4.3,1509,https://www.zomato.com/ncr/36-lebzelter-mayur-vihar-new-delhi,"C 30/2, Ground Floor, Acharya Niketan, Mayur Vihar Phase 1, Delhi ",9.19655E+11,28.6074013,77.2959284,"Mawa Cake, Paneer Puff, Blueberry Cheese Cake, Truffle Pastry, Cupcakes, Pastries",Low(<600)
The Sweeet Jar,"Cafe, Chinese, Italian, Fast Food, Sandwich, Burger, Beverages",800," Karkardooma, New Delhi",4.2,675,4.4,792,https://www.zomato.com/ncr/the-sweeet-jar-karkardooma-new-delhi,"SG 61-62, Aditya Mega Mall, Karkardooma, New Delhi",9.11144E+11,28.65569332,77.30104789,"Pesto Sandwich, Choco Truffle Cake, Baked Pasta, Peri Peri Pizza, Thick Shakes, Blueberry Cheesecake",Medium(600-100)
Thok,"North Indian, Mughlai, Chinese, Rolls, Biryani",700," Lajpat Nagar 4, New Delhi",4.2,632,3.8,7998,https://www.zomato.com/ncr/thok-lajpat-nagar-4-new-delhi,"A 67, Dayanand Colony, Lajpat Nagar 4, New Delhi",9.17042E+11,28.56168214,77.24957664,"Handi Meat, Kadhai Mushroom, Kheer, Roomali Roti, Tandoori Momos, Afghani Chicken",Medium(600-100)
Raw Creams,"Ice Cream, Desserts, Beverages, Fast Food",350," Vijay Nagar, New Delhi",4.2,581,3.7,1365,https://www.zomato.com/ncr/raw-creams-vijay-nagar-new-delhi,"B-30/B, Near Mother Diary, Vijay Nagar, New Delhi",9.19717E+11,28.690563,77.201558,"Liquid Nitrogen Ice Cream, Chocolate Explosion, Nutella Hazelnut, Nutella Waffles, Ice Creams, Cheesy Fries",Low(<600)
QRO Gourmeteriia,"Cafe, Beverages, Italian, Chinese",600," Satyaniketan, New Delhi",4.2,590,3.9,1705,https://www.zomato.com/ncr/qro-gourmeteriia-satyaniketan-new-delhi,"2, First Floor, Benito Juarez Marg, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",9.19873E+11,28.58794889,77.16758654,"Fusion Platter, Ferrero Rocher, Butter Chicken Pizza, Peri Peri Pizza, Keema, Kitkat Shake",Low(<600)
Dora Cafe,"Healthy Food, Continental, Italian, Mexican, Beverages",900," Punjabi Bagh, New Delhi",4.2,153,3.9,38,https://www.zomato.com/ncr/dora-cafe-punjabi-bagh-new-delhi,"NW-30, Club Road, Punjabi Bagh, New Delhi",9.18861E+11,28.66664856,77.1207555,"Bottomless Brunch, Totally Worth it, Hearty Breakfasts, Variety of Pizza, Customizable Dishes, Outdoor Seating",Medium(600-100)
Kebabs and Curries Company by Dilli Dil Se,"North Indian, Mughlai, Chinese, Kebab",700," Vasant Kunj, New Delhi",4.2,352,4.0,4174,https://www.zomato.com/ncr/kebabs-and-curries-company-by-dilli-dil-se-vasant-kunj-new-delhi,"Shop 36, Ground Floor, DDA Market, Community Shopping Centre, Pocket 3-4, Sector D, Vasant Kunj, New Delhi",9.17414E+11,28.518487,77.157996,"Matka Chicken, Butter Paneer Masala, Soya Malai Chaap, Laccha Parantha, Afghani Chicken, Kebabs",Medium(600-100)
