Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Phone_No,Latitude,Longitude,Known_For2
Andrea's Eatery,"Asian, Italian, Beverages, Continental, Fast Food, Desserts",2000," Select Citywalk Mall, Saket, New Delhi",4.7,1380,4.1,1527,https://www.zomato.com/ncr/andreas-eatery-saket-new-delhi,"Shop 48A-51, 1st Floor, Select Citywalk Mall, Saket, New Delhi",9.18589E+11,28.52836598,77.21856024,"Katsu Chicken Curry, Spinach Ricotta Ravioli, Mushroom Lasagna, Butter Garlic Prawns, Jasmine Rice, Sauteed Vegetables"
Echoes Living Room,"Cafe, Continental, Chinese, Fast Food, Desserts, Beverages",800," Subhash Nagar, New Delhi",4.7,3,3.9,1,https://www.zomato.com/ncr/echoes-living-room-subhash-nagar-new-delhi,"Subhash Nagar, New Delhi",9.19899E+11,28.63420463,77.11627018,"Cafe, Continental, American, Italian, Mexican, Beverages"
AMA Cafe,"Cafe, Continental, Desserts, Beverages",550," Majnu ka Tila, New Delhi",4.6,5229,4.3,1684,https://www.zomato.com/ncr/ama-cafe-majnu-ka-tila-new-delhi,"House 6, New Colony, Majnu ka Tilla, New Delhi",9.18449E+11,28.702644,77.228294,"Carrot Cinnamon, Pancakes and Maple Syrup, Pancake Breakfast, Choco Walnut Brownie, Banana Muffin, Apple Cinnamon Cake"
Barbeque Nation,"North Indian, BBQ, Beverages, Desserts",1500," Unity One Mall, Janakpuri, New Delhi",4.6,2881,3.5,1280,https://www.zomato.com/ncr/barbeque-nation-vikaspuri-new-delhi,"Second Floor, Unity One Mall, Near Janakpuri West Metro Station, Vikaspuri, New Delhi",9.18035E+11,28.62861127,77.07575843,"Grilled Shrimp, Cajun Potatoes, Matka Phirni, Pan Kulfi, Grilled Pineapple, Barbeque"
Mahabelly,"Kerala, South Indian, Seafood, Biryani",700," DLF Avenue, Saket, New Delhi",4.6,2323,4.3,11600,https://www.zomato.com/mahabelly,"MA-A05, Ground Floor, Restaurant Block, DLF Avenue, Saket, New Delhi",9.1114E+11,28.52724131,77.21680172,"Chicken Varattiyathu, Sweet Coconut Dosa, Mango Prawn Curry, Kothu Porotta, Pork Roast, Egg Appam"
The Piano Man Jazz Club,"Finger Food, Mexican, American, Italian, Asian, Beverages",1800," Safdarjung, New Delhi",4.6,1277,3.9,55,https://www.zomato.com/ncr/the-piano-man-jazz-club-safdarjung-new-delhi,"Shop B 6, 7/22, Safdarjung Enclave Market, Opposite Deer Park, Safdarjung, New Delhi",9.11141E+11,28.55963877,77.19705764,Balcony seating arrangement with live band perfomances
You Mee,"Japanese, Sushi, Asian, Chinese, Thai, Beverages",1000," Greater Kailash 2 (GK2), New Delhi",4.6,1010,4.3,1665,https://www.zomato.com/ncr/you-mee-greater-kailash-gk-2-new-delhi,"M 27, Ground Floor, Greater Kailash 2 (GK 2), New Delhi",9.1114E+11,28.53336231,77.24182505,"Matcha Cheesecake, Spider Roll, New Zealand Lamb Chops, Chicken Sushi, Chicken Gyoza, Sushi Platter"
Delhi Club House,"North Indian, Continental, Asian",1700," Sangam Courtyard, RK Puram, New Delhi",4.6,1221,4.3,123,https://www.zomato.com/ncr/delhi-club-house-r-k-puram-new-delhi,"Ground Floor, Sangam Courtyard, Major Somnath Marg, R K Puram, New Delhi",9.19718E+11,28.5724776,77.17350684,"Dak Bunglow Chicken Roast, Trifle Pudding, Amritsari Chhole, Chicken Cutlets, Apple Crumble, Galouti Kebab"
Wafflesome,"Desserts, Beverages",500," Greater Kailash 1 (GK1), New Delhi",4.6,1500,4.2,2615,https://www.zomato.com/ncr/wafflesome-greater-kailash-gk-1-new-delhi,"M-33, Near M Block Market, Greater Kailash (GK) 1, New Delhi",9.11149E+11,28.55138919,77.23450698,"Brownie Nutella Waffles, Choco Waffle, Mango Waffle, Banana Toffee, Ice Cream Strawberry, Strawberry Waffle"
Rahul Eggs,"Fast Food, Healthy Food, Street Food, North Indian",350," Lawrence Road, New Delhi",4.6,1081,4.1,639,https://www.zomato.com/ncr/rahul-eggs-lawrence-road-new-delhi,"B-4/300 A, Main Road, Near Keshavpuram Metro Station, Lawrence Road, New Delhi",9.199E+11,28.68817914,77.16166724,"Tandoori Jalandhari, Chicken Jalandhari, Eggs, Omelette"
"Colocal ""The Cacao Artisans""","Cafe, Desserts, Continental, Coffee, Italian, Beverages",1000," Chhatarpur, New Delhi",4.5,571,4.3,207,https://www.zomato.com/ncr/colocal-the-cacao-artisans-chhatarpur-new-delhi,"100 Feet Road, The Dhan Mill Compound, Chhatarpur, New Delhi",9.19311E+11,28.50464918,77.18510471,"Zucchini Fries, Garden Salad, Veg Tacos, Hot Chocolate, Bruschetta, Sangria"
Farzi Cafe,"Mughlai, Finger Food, North Indian, Beverages",2200," Connaught Place, New Delhi",4.5,4355,3.9,70,https://www.zomato.com/ncr/farzi-cafe-connaught-place-new-delhi,"38/39, Block E, Inner Circle, Connaught Place, New Delhi",9.196E+11,28.63248048,77.22119015,Modernized presentation of dishes with an elegant decor
Sly Granny,"Continental, American, Italian, European, Mexican, Desserts",1800," Khan Market, New Delhi",4.5,992,4.2,431,https://www.zomato.com/ncr/sly-granny-khan-market-new-delhi,"Flat 4, 1st - 2nd Floor, Khan Market, New Delhi",9.11149E+11,28.5998944,77.22585484,"Biscuits and Gravy, Barley Salad, Tamarind Chicken, Lamb Bolognaise, Babaganush, Apple Crumble"
Monkey Bar,"Pizza, Burger, Continental, Chinese, Fast Food, Beverages",2200," Vasant Kunj, New Delhi",4.5,4581,4.3,1806,https://www.zomato.com/ncr/monkey-bar-vasant-kunj-new-delhi,"Plot 11, Upper Ground Floor, Pocket C-6 & 7, LSC, Vasant Kunj, New Delhi",9.11141E+11,28.53656552,77.1476547,Terrace Seating Ambiance And Good Range Of Alcohol - Below 25 years of age not allowed after 6 pm
ABB - Andrea's Bar & Brasserie,"Italian, Asian, European, Sushi, Thai, Salad, Pizza, Beverages",2000," Khan Market, New Delhi",4.5,643,4.3,750,https://www.zomato.com/ncr/abb-andreas-bar-brasserie-khan-market-new-delhi,"Shop 12, Middle Lane, Khan Market, New Delhi",9.18589E+11,28.59990352,77.22647242,"Avocado Roll, Chocolate Dome, New Zealand Lamb Chops, Roasted Vegetables, Kafir Lime, New York Cheesecake"
Perch Wine & Coffee Bar,"Beverages, European, Continental",2000," Khan Market, New Delhi",4.5,1424,4.3,151,https://www.zomato.com/ncr/perch-wine-coffee-bar-khan-market-new-delhi,"71, 1st Floor, Khan Market, New Delhi",9.18374E+11,28.5998317,77.22619817,"Double Chocolate Mousse, Coffee Bar, Potato Gnocchi, Mango Sorbet, Mulled Wine, Chicken Sub"
Triveni Terrace Cafe,"Street Food, Desserts, Beverages",400," Mandi House, New Delhi",4.5,2004,4.2,454,https://www.zomato.com/ncr/triveni-terrace-cafe-mandi-house-new-delhi,"205 Tansenmarg, Mandi House, New Delhi",9.19972E+11,28.627275,77.232382,"Masala Cheese Toast, Coconut Curry Chicken, Pohaa, Ragi Idli, Paalak Patta Chaat, Gun Powder Idli"
Mamagoto,"Asian, Chinese, Sushi, Desserts",1000," Select Citywalk Mall, Saket, New Delhi",4.5,2422,4.1,3107,https://www.zomato.com/ncr/mamagoto-saket-new-delhi,"S-9, 2nd Floor, Select Citywalk Mall, Saket, New Delhi",9.11147E+11,28.52873919,77.21961133,"Spicy Calamari, Spicy Bangkok Bowl, Kiwi Mint Cooler, Nutella Crunch, Spicy Ramen, Rock Shrimp Tempura"
The Potbelly,"Bihari, Fast Food, Beverages",1000," Chanakyapuri, New Delhi",4.5,1183,4.2,395,https://www.zomato.com/ncr/the-potbelly-chanakyapuri-new-delhi,"Plot 15, Bihar Niwas, Behind Yashwant Place, Chanakyapuri, New Delhi",9.2E+11,28.58379835,77.18785398,"Dalpitti, Maithili Thali, Pudina Chicken Pulao, Tomato Chokha, Bhojpuri Thali, Madhubani Thali"
SodaBottleOpenerWala,"Parsi, North Indian, Rolls, Street Food, Desserts, Beverages",1300," Khan Market, New Delhi",4.5,3075,4.1,1432,https://www.zomato.com/ncr/sodabottleopenerwala-khan-market-new-delhi,"73, Khan Market, New Delhi",9.19811E+11,28.60012989,77.22603355,"Parsi delicacies, Bombay street food, and Parsi themed ambiance"
Punjab Grill,"North Indian, Mughlai, Biryani, Kebab, Desserts",2500," Pacific Mall, Tagore Garden, New Delhi",4.5,2764,4.1,2786,https://www.zomato.com/ncr/punjab-grill-tagore-garden-new-delhi,"Pacific Mall, Tagore Garden, New Delhi",9.18131E+11,28.64279257,77.10638221,"Veg Kurkuri, Meat Punjab Grill, Saag Gosht, Pan Shots, Murg Lababdar, Authentic Punjabi Food"
Kofuku,"Japanese, Asian, Sushi, Korean",1400," Ansal Plaza Mall, Khel Gaon Marg, New Delhi",4.5,646,4.3,1778,https://www.zomato.com/ncr/kofuku-khel-gaon-marg-new-delhi,"Shop BG 09, Ansal Plaza Mall, August Kranti Marg, Khel Gaon Marg, New Delhi",9.1801E+11,28.56265744,77.22472865,"We are happy to announce the amelioration of delectable Japanese Sunday Brunch with a wide spread of authentic Japanese delicacies including Soups, Salads, Sushi, Appetisers, Main course &...Read More"
Theobroma,"Desserts, Bakery, Beverages",900," Connaught Place, New Delhi",4.5,913,4.3,6160,https://www.zomato.com/ncr/theobroma-connaught-place-new-delhi,"D-28, Ground Floor, Mezzanine, Connaught Place, New Delhi",9.18183E+11,28.63376646,77.22161092,"Devils Mousse Cake, Opium Pastry, Millionaire Brownie, Cookie Brownie, Overload Brownie, Cake in a Jar"
Karnataka Food Centre,"South Indian, Beverages",450," R K Puram, New Delhi",4.5,1932,4.3,3519,https://www.zomato.com/ncr/karnataka-food-centre-r-k-puram-new-delhi,"Delhi Karnataka Sangha Building, Rao Tula Ram Marg, Sector 12, R K Puram, New Delhi",9.11126E+11,28.57786284,77.17531264,"Plain Masala Dosa, Mysore Pak, Sweet Pan, Filtered Coffee, Rava Kesari, Potato Filling"
Mr. Crust Bakers,"Bakery, Burger, Fast Food, Beverages",400," Vijay Nagar, New Delhi",4.5,1791,4.3,10400,https://www.zomato.com/ncr/mr-crust-bakers-vijay-nagar-new-delhi,"B 29/B, Opposite Mother Dairy, Vijay Nagar, New Delhi",9.11142E+11,28.69058089,77.20151916,"Peach Pie, Veg Pattice, Fruit Pudding, Choco Chip Pastry, Makhani Pasta, Hazelnut Cold Coffee"
The China Kitchen,"Chinese, Desserts",4500," Hyatt Regency, Bhikaji Cama Place, New Delhi",4.5,621,3.7,33,https://www.zomato.com/ncr/the-china-kitchen-bhikaji-cama-place-new-delhi,"Ring Road, Bhikaji Cama Place, New Delhi",9.11167E+11,28.56826962,77.18741979,"Peking Duck, Set Menu, Kung Pao Chicken, Dumplings, Dimsums, Soups"
Spago,Italian,2300," Kasbah, Greater Kailash (GK) 1, New Delhi",4.5,574,4.0,406,https://www.zomato.com/ncr/spago-greater-kailash-gk-1-new-delhi,"N-2, Kasbah, Greater Kailash (GK) 1, New Delhi",9.11145E+11,28.55685531,77.233014,"Pasta Verdure, Feta Apple Salad, Bread Platter, Garlic Bread with Cheese, Tiramisu, Risotto"
Naivedyam,South Indian,500," Hauz Khas Village, New Delhi",4.5,2589,4.3,7328,https://www.zomato.com/ncr/naivedyam-hauz-khas-village-new-delhi,"Shop 1, Hauz Khas Village, New Delhi",9.11142E+11,28.55502476,77.19509996,"Kesari Bhath, Maharaja Dosa, Mysore Rava Masala Dosa, Dahi Idli, Rasam Papad, Ghee Roast Dosa"
Little Saigon,Vietnamese,1200," Hauz Khas, New Delhi",4.5,440,4.3,155,https://www.zomato.com/ncr/little-saigon-hauz-khas-new-delhi,"E-16, Ground Floor, Main Market, Near SBI Bank, Hauz Khas, New Delhi",9.19643E+11,28.55148343,77.20844027,"Banh Mi, Clear Broth, Vietnamese Coffee, Braised Pork, Pho, Ginger Chicken"
Sugarama Patisserie,"Bakery, Desserts",300," Shahpur Jat, New Delhi",4.5,713,4.4,6127,https://www.zomato.com/ncr/sugarama-patisserie-shahpur-jat-new-delhi,"Shop 87, Shahpur Jat, New Delhi",9.11149E+11,28.54931911,77.21487623,"Ferrero Rocher Pastry, Dulce De Leche, Triple Chocolate, Banana Bread, Macaroons, Mango Cheesecake"
Boa Village,"Asian, Japanese, Korean, Chinese, Momos, Thai",2300," Civil Lines, New Delhi",4.4,2228,4.2,880,https://www.zomato.com/ncr/boa-village-civil-lines-new-delhi,"13, Alipur Road, Civil Lines, New Delhi",9.11146E+11,28.67661667,77.22521111,"Chicken Tempura, Soya Nuggets, Banana Toffee, Bellini, Salmon Sushi, Tandoori Veg Platter"
The G.T. Road,"North Indian, Mughlai, Street Food, Chinese, Mithai, Beverages",1400," Connaught Place, New Delhi",4.4,3471,3.9,18,https://www.zomato.com/ncr/the-g-t-road-connaught-place-new-delhi,"M 39, Outer Circle, Connaught Place, New Delhi",9.19871E+11,28.63313465,77.22291615,"Vegetable Kofta Curry, Tamatar Ka Shorba, Gur Ice Cream, Punjabi Rajma, Rice Kheer, Pinni"
MKT,"Oriental, Mexican, Continental, North Indian, Mughlai, Middle Eastern, Desserts, Beverages",3000," Chanakya Mall, Chanakyapuri, New Delhi",4.4,994,4.2,346,https://www.zomato.com/ncr/mkt-1-chanakyapuri-new-delhi,"Lower Ground Floor, Chanakya Mall, Chanakyapuri, New Delhi",9.11126E+11,28.58447314,77.19073668,"Prawn Rolls, Grilled Chicken Steak, Guacamole, New York Cheesecake, Burrito, Ramen"
Havemore,"North Indian, Mughlai, Beverages",2300," Pandara Road Market, New Delhi",4.4,2437,4.2,1294,https://www.zomato.com/ncr/havemore-pandara-road-new-delhi,"11-12, Pandara Road Market, New Delhi",9.19655E+11,28.60807424,77.22971756,"Khasta Paratha, Butter Chicken and Naan, Soya Tikka Masala, Paneer Methi Malai, Makke Ki Roti, Masala Papad"
Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani,"North Indian, Mughlai, Desserts, Seafood, Kebab, Biryani",1500," Connaught Place, New Delhi",4.4,479,4.1,516,https://www.zomato.com/ncr/daryaganj-by-the-inventors-of-butter-chicken-and-dal-makhani-connaught-place-new-delhi,"Hanuman Road Area, Regal Building, Connaught Circle, Connaught Place, New Delhi",9.11147E+11,28.630081,77.217484,"Tandoori Fruit Chaat, Kurkure Mushroom, Butter Chicken and Naan, Chicken Pakora, Thandai, Ras Malai"
Xero Degrees,"Cafe, Fast Food, Beverages, Desserts",750," Connaught Place, New Delhi",4.4,1876,4.1,783,https://www.zomato.com/ncr/xero-degrees-connaught-place-new-delhi,"L-23/9, Middle Circle, Connaught Place, New Delhi",9.19045E+11,28.63434235,77.22136416,"Raspberry Cooler, Slider Burger, Chicken Peri Peri Fries, Red Velvet Milkshake, Chicken Slider, Fried Cheese"
Dhaba-  Estd 1986 Delhi,"Mughlai, Biryani, North Indian, Desserts, Beverages",2000," Aerocity, New Delhi",4.4,1950,4.2,604,https://www.zomato.com/ncr/dhaba-estd-1986-delhi-aerocity-new-delhi,"Shop 4, Ground Floor, World Mark 2, Aerocity, New Delhi",9.11141E+11,28.5514597,77.1225002,"Mutton Balti, Lasooni Palak, Rara Gosht, Dal Dhaba, Daal Makhini, Mixed Vegetables"
Cafe Uncover,"Cafe, North Indian, Chinese, Continental, Beverages",800," Sector 12, Dwarka, New Delhi",4.4,911,4.3,161,https://www.zomato.com/ncr/cafe-uncover-sector-12-dwarka-new-delhi,"Plot 14, Block A, Sector 12, Dwarka, New Delhi",9.17702E+11,28.59597218,77.04131886,"Chilli Garlic Chowmein, Mac N Cheese, Chilly Potato, Cappuccino, Wings, Cheesecake"
Guppy,"Asian, Japanese, Sushi, Chinese, Momos, Beverages",3200," Lodhi Colony, New Delhi",4.4,1201,4.3,498,https://www.zomato.com/ncr/guppy-lodhi-colony-new-delhi,"28, Main Market, Lodhi Colony, New Delhi",9.1965E+11,28.5846754,77.22376272,Colourful anime theme and an assortment of Japanese delicacies
Uncle's Sip & Bite,"Fast Food, Beverages",600," Prashant Vihar, New Delhi",4.4,1848,4.2,822,https://www.zomato.com/ncr/uncles-sip-bite-prashant-vihar-new-delhi,"Shop 5, A 75, Opposite CRPF School, Prashant Vihar, New Delhi",9.11149E+11,28.71031899,77.13369213,"Cheesy Puffy Garlic Bread, Nacho Salsa, Garlic Bread Mozzarella, Caramel Shake, Peri Fries, Dessert Counter"
Soho Pizzeria,Pizza,1400," Saket, New Delhi",4.4,1253,4.0,70,https://www.zomato.com/ncr/soho-pizzeria-2-saket-new-delhi,"Khasra 264, Ground Floor, Westend Marg, Saidulajab, Saket, New Delhi",9.19899E+11,28.51729821,77.19806883,"Banana Caramel Pancake, Nutella Pancakes, Iced Latte, Hazelnut Frappe, Berry Smoothie, English Breakfast"
Indus Flavour,"North Indian, Chinese, Fast Food",900," Delhi University-GTB Nagar, New Delhi",4.4,2366,4.1,8004,https://www.zomato.com/ncr/indus-flavour-delhi-university-gtb-nagar-new-delhi,"2510, Ground Floor, Kingsway Camp, Hudson Lane, Delhi University-GTB Nagar, New Delhi",9.1114E+11,28.69400989,77.18959976,"Rumali Masala Papad, Kadak Roomali, Paneer Makhmali, Kurkure Mushroom, Fondue, Matar Mushroom"
Paparizza-Woodfired Pizzas,"Pizza, Italian, Fast Food, BBQ, Salad, Desserts, Beverages",500," Delhi University-GTB Nagar, New Delhi",4.4,4403,4.0,5925,https://www.zomato.com/ncr/paparizza-woodfired-pizzas-delhi-university-gtb-nagar-new-delhi,"2520, Hudson Lane, Delhi University-GTB Nagar, New Delhi",9.18179E+11,28.69515012,77.20423054,"Lasagna Palermo, Tex Mex Pizza, Mushroom Calzone, Pizza Calzone, Apple Pie Shake, Garlic Bread Mozzarella"
Tres,"European, Italian, Desserts, Beverages",3000," Lodhi Colony, New Delhi",4.4,624,4.3,448,https://www.zomato.com/ncr/tres-lodhi-colony-new-delhi,"23, Lodhi Colony, New Delhi",9.18449E+11,28.58448286,77.22360983,High end chef-driven place with a gourmet European spread
Town Hall,"Japanese, Thai, Italian, Asian, Pizza, European",2500," Khan Market, New Delhi",4.4,1828,3.9,25,https://www.zomato.com/ncr/town-hall-khan-market-new-delhi,"60-61, Middle Circle Lane, Near Dayal Opticals, Khan Market, New Delhi",9.11144E+11,28.60017581,77.22712018,"Spicy Edamame, Rock Shrimp Tempura, Non Veg Mezze Platter, Sushi Rolls, Jasmine Rice, Sangria"
La Piazza - Hyatt Regency,"Italian, Salad, Fast Food, Beverages",4500," Hyatt Regency, Bhikaji Cama Place, New Delhi",4.4,695,4.3,149,https://www.zomato.com/ncr/la-piazza-hyatt-regency-bhikaji-cama-place-delhi,"Ring Road, Bhikaji Cama Place, New Delhi",9.19958E+11,28.56825283,77.18724344,"La Piazza Pizza, Mushroom Salad, Risotto, Tiramisu, Ravioli, Pepperoni Pizza"
Smoke House Deli,"Italian, Continental, Fast Food, Desserts, Beverages",1400," DLF Avenue, Saket, New Delhi",4.4,1797,4.2,1599,https://www.zomato.com/SmokeHouseDeli-Saket,"Shop 252/253, DLF Avenue, Saket, New Delhi",9.11141E+11,28.52806581,77.21682351,"Ricotta Ravioli, Bagels, Rocher Shake, Peri Chicken, Risotto, Steak"
QD's Restaurant,"Chinese, North Indian, Italian, Fast Food, Ice Cream, Beverages",1100," Lajpat Nagar 2, New Delhi",4.4,1265,3.8,3783,https://www.zomato.com/QdsLajpatNagar,"I-1A, Central Market Road, Lajpat Nagar 2, New Delhi",9.1114E+11,28.56907112,77.24392187,"Paneer Makhani Platter, Brownie Fudge Sundae, Changezi Chicken, Sundae, Drums of Heaven, Chocolate Fudge"
AKU'S - The Burger Co.,"Burger, American",600," Defence Colony, New Delhi",4.4,634,4.3,4723,https://www.zomato.com/ncr/akus-the-burger-co-defence-colony-new-delhi,"Shop 47, Ground Floor, Main Market, Defence Colony, New Delhi",9.18827E+11,28.5733621,77.23045517,"Truffle Fries, Beetroot Burger, Paprika Fries, Whole Wheat Bun, Belgian Shake, Lamb Patty"
Singh Sahib,"North Indian, Chinese, Mughlai",1300," Sector 5, Dwarka, New Delhi",4.4,844,4.2,9458,https://www.zomato.com/ncr/singh-sahib-sector-5-dwarka,"Plot 10, 3rd Floor, Manish Link Road, Sector 5, Dwarka, New Delhi",9.11146E+11,28.59541138,77.05228709,"Sharing Platter, Pudhina Chutney, Punjabi Chicken Curry, Dahi Kebab, Tikka Masala, Daal Makhni"
Shiv Tikki Wala,"Street Food, North Indian",300," Karkardooma, New Delhi",4.4,1365,3.9,66,https://www.zomato.com/ncr/shiv-tikki-wala-karkardooma-new-delhi,"Ground Floor, Karkardooma Community Centre, Karkardooma, New Delhi",9.19911E+11,28.64917282,77.30249394,"Dahi Gol Gappe, Dahi Papdi, Kathi Kabab, Paav Bhaji, Stuffed Chaap, Bhalla Papdi"
Sagar Ratna,"South Indian, North Indian",600," Defence Colony Main Market, Defence Colony, New Delhi",4.4,1006,4.3,8844,https://www.zomato.com/ncr/sagar-ratna-1-defence-colony-new-delhi,"18, Defence Colony Market, Defence Colony, New Delhi",9.11124E+11,28.57337476,77.23028485,"Mysore Plain Dosa, Dahi Vada, Curd Rice, Filter Coffee, Idli, Sambar"
Bhalla King,"Chinese, Street Food, Fast Food, Desserts, Mithai",300," Hauz Khas, New Delhi",4.4,501,4.1,8463,https://www.zomato.com/ncr/bhalla-king-hauz-khas-new-delhi,"Shop 1-O-65, Gurudwara Shri Niwas Puri, Hauz Khas, New Delhi",9.17839E+11,28.5656239,77.2585315,"Dahi Bhalla Papdi, Punjabi Tadka Maggi, Chaat Papdi, Raj Kachodi, Pav Bhajji, Rajkachori"
Punjabi By Nature,"North Indian, Mughlai, Desserts, Beverages",2400," Ambience Mall, Vasant Kunj, New Delhi",4.4,2426,4.2,2592,https://www.zomato.com/ncr/punjabi-by-nature-vasant-kunj-new-delhi,"T-305, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi",9.19821E+11,28.54087756,77.15500932,"Kandhari Chicken, Papad Platter, Murgh Makhanwala, Lahori Masala Paneer, Tandoori Raan, Authentic Punjabi Food"
